IP地址,数据中心,地区,城市,网络延迟
23.227.38.49,LAX,North America,Los Angeles,197 ms
198.41.203.4,LAX,North America,Los Angeles,197 ms
172.66.0.226,LAX,North America,Los Angeles,197 ms
66.235.200.121,LAX,North America,Los Angeles,197 ms
104.22.40.147,LAX,North America,Los Angeles,197 ms
104.19.24.153,LAX,North America,Los Angeles,197 ms
104.24.27.66,LAX,North America,Los Angeles,197 ms
104.25.87.119,LAX,North America,Los Angeles,197 ms
104.20.86.143,LAX,North America,Los Angeles,197 ms
172.67.127.119,LAX,North America,Los Angeles,197 ms
104.20.102.255,LAX,North America,Los Angeles,197 ms
172.67.114.129,LAX,North America,Los Angeles,197 ms
104.24.90.221,LAX,North America,Los Angeles,197 ms
104.20.226.130,LAX,North America,Los Angeles,197 ms
104.25.194.234,LAX,North America,Los Angeles,198 ms
172.65.200.71,LHR,Europe,London,198 ms
172.67.112.91,LAX,North America,Los Angeles,198 ms
104.20.163.163,LAX,North America,Los Angeles,198 ms
104.21.20.84,LAX,North America,Los Angeles,198 ms
104.25.60.87,LAX,North America,Los Angeles,198 ms
104.22.54.170,LAX,North America,Los Angeles,198 ms
104.20.193.159,LAX,North America,Los Angeles,198 ms
104.20.41.34,LAX,North America,Los Angeles,198 ms
104.20.88.32,LAX,North America,Los Angeles,198 ms
104.20.244.230,LAX,North America,Los Angeles,198 ms
104.19.175.221,SJC,North America,San Jose,198 ms
104.24.151.128,LAX,North America,Los Angeles,198 ms
104.24.6.134,LAX,North America,Los Angeles,198 ms
104.27.14.89,LAX,North America,Los Angeles,198 ms
104.22.68.135,LAX,North America,Los Angeles,198 ms
198.41.202.24,LAX,North America,Los Angeles,198 ms
104.19.32.23,LAX,North America,Los Angeles,198 ms
104.24.244.188,LAX,North America,Los Angeles,198 ms
104.19.112.4,LAX,North America,Los Angeles,198 ms
104.24.177.145,LAX,North America,Los Angeles,198 ms
104.27.104.220,LAX,North America,Los Angeles,198 ms
104.21.218.31,LAX,North America,Los Angeles,198 ms
104.20.254.11,LAX,North America,Los Angeles,198 ms
104.16.1.127,SJC,North America,San Jose,198 ms
104.24.162.130,LAX,North America,Los Angeles,198 ms
104.22.37.125,LAX,North America,Los Angeles,198 ms
104.20.248.62,LAX,North America,Los Angeles,198 ms
104.16.249.28,SJC,North America,San Jose,198 ms
104.24.68.171,LAX,North America,Los Angeles,198 ms
172.67.39.254,LAX,North America,Los Angeles,198 ms
104.19.152.46,SJC,North America,San Jose,198 ms
104.21.59.63,LAX,North America,Los Angeles,198 ms
104.18.20.148,LAX,North America,Los Angeles,198 ms
104.24.217.93,LAX,North America,Los Angeles,198 ms
104.19.48.37,LAX,North America,Los Angeles,198 ms
104.19.109.198,LAX,North America,Los Angeles,198 ms
104.25.48.4,LAX,North America,Los Angeles,198 ms
172.65.244.79,LAX,North America,Los Angeles,198 ms
172.67.190.126,LAX,North America,Los Angeles,199 ms
104.20.124.132,LAX,North America,Los Angeles,199 ms
198.217.251.127,LAX,North America,Los Angeles,199 ms
172.64.157.211,LAX,North America,Los Angeles,199 ms
104.24.15.92,LAX,North America,Los Angeles,199 ms
104.27.91.40,LAX,North America,Los Angeles,199 ms
172.67.99.111,LAX,North America,Los Angeles,199 ms
104.27.112.65,LAX,North America,Los Angeles,199 ms
103.21.244.134,LAX,North America,Los Angeles,199 ms
104.25.117.6,LAX,North America,Los Angeles,199 ms
104.21.214.10,LAX,North America,Los Angeles,199 ms
104.27.29.173,LAX,North America,Los Angeles,199 ms
162.159.248.224,LAX,North America,Los Angeles,199 ms
172.67.252.3,LAX,North America,Los Angeles,199 ms
172.67.84.154,LAX,North America,Los Angeles,199 ms
104.27.25.61,LAX,North America,Los Angeles,199 ms
104.24.10.115,LAX,North America,Los Angeles,199 ms
104.24.5.5,LAX,North America,Los Angeles,199 ms
198.41.201.129,LAX,North America,Los Angeles,199 ms
104.24.130.220,LAX,North America,Los Angeles,199 ms
104.19.133.194,LAX,North America,Los Angeles,199 ms
104.20.97.238,LAX,North America,Los Angeles,199 ms
104.24.95.191,LAX,North America,Los Angeles,199 ms
104.24.30.234,LAX,North America,Los Angeles,199 ms
104.25.89.139,LAX,North America,Los Angeles,199 ms
104.25.178.162,LAX,North America,Los Angeles,199 ms
173.245.59.65,LAX,North America,Los Angeles,199 ms
104.20.207.144,LAX,North America,Los Angeles,199 ms
104.25.65.206,LAX,North America,Los Angeles,199 ms
104.24.16.123,LAX,North America,Los Angeles,199 ms
104.24.129.209,LAX,North America,Los Angeles,199 ms
104.18.18.164,LAX,North America,Los Angeles,199 ms
188.114.98.155,LAX,North America,Los Angeles,199 ms
162.159.245.126,LAX,North America,Los Angeles,199 ms
104.25.58.115,LAX,North America,Los Angeles,199 ms
172.65.221.172,LAX,North America,Los Angeles,199 ms
104.20.215.145,LAX,North America,Los Angeles,199 ms
104.16.37.96,SJC,North America,San Jose,199 ms
172.67.60.252,LAX,North America,Los Angeles,199 ms
104.20.176.109,LAX,North America,Los Angeles,199 ms
104.20.194.229,LAX,North America,Los Angeles,199 ms
104.25.134.81,LAX,North America,Los Angeles,199 ms
172.67.227.13,LAX,North America,Los Angeles,199 ms
104.16.157.202,SJC,North America,San Jose,199 ms
104.25.175.251,LAX,North America,Los Angeles,199 ms
104.16.81.106,SJC,North America,San Jose,199 ms
104.18.30.205,LAX,North America,Los Angeles,199 ms
104.20.48.156,LAX,North America,Los Angeles,199 ms
172.67.124.152,LAX,North America,Los Angeles,199 ms
104.19.101.244,LAX,North America,Los Angeles,199 ms
172.64.158.239,LAX,North America,Los Angeles,200 ms
162.159.38.152,LAX,North America,Los Angeles,200 ms
172.67.234.28,LAX,North America,Los Angeles,200 ms
172.67.53.251,LAX,North America,Los Angeles,200 ms
104.25.140.22,LAX,North America,Los Angeles,200 ms
104.19.201.194,LAX,North America,Los Angeles,200 ms
172.64.83.172,LAX,North America,Los Angeles,200 ms
104.19.78.91,LAX,North America,Los Angeles,200 ms
104.21.75.48,LAX,North America,Los Angeles,200 ms
104.24.196.95,LAX,North America,Los Angeles,200 ms
104.19.123.57,LAX,North America,Los Angeles,200 ms
104.20.206.85,LAX,North America,Los Angeles,200 ms
104.22.1.147,LAX,North America,Los Angeles,200 ms
104.25.247.37,LAX,North America,Los Angeles,200 ms
104.22.76.116,LAX,North America,Los Angeles,200 ms
104.19.91.223,LAX,North America,Los Angeles,200 ms
172.67.213.150,LAX,North America,Los Angeles,200 ms
104.22.49.219,LAX,North America,Los Angeles,200 ms
172.64.155.172,LAX,North America,Los Angeles,200 ms
104.25.225.35,LAX,North America,Los Angeles,200 ms
104.24.189.143,LAX,North America,Los Angeles,200 ms
172.67.238.119,LAX,North America,Los Angeles,200 ms
104.21.96.52,LAX,North America,Los Angeles,200 ms
104.24.4.208,LAX,North America,Los Angeles,200 ms
104.25.204.107,LAX,North America,Los Angeles,200 ms
104.25.217.219,LAX,North America,Los Angeles,200 ms
104.27.3.233,LAX,North America,Los Angeles,200 ms
104.16.34.87,SJC,North America,San Jose,200 ms
172.67.54.129,LAX,North America,Los Angeles,200 ms
104.16.78.89,SJC,North America,San Jose,200 ms
104.19.80.12,LAX,North America,Los Angeles,200 ms
104.25.114.177,LAX,North America,Los Angeles,200 ms
162.159.8.190,LAX,North America,Los Angeles,200 ms
104.27.32.43,LAX,North America,Los Angeles,200 ms
104.19.204.229,LAX,North America,Los Angeles,201 ms
162.159.43.50,SEA,North America,Seattle,201 ms
172.64.151.11,LAX,North America,Los Angeles,201 ms
104.16.209.140,SJC,North America,San Jose,201 ms
104.21.58.190,LAX,North America,Los Angeles,201 ms
104.27.46.13,LAX,North America,Los Angeles,201 ms
198.41.223.209,LAX,North America,Los Angeles,201 ms
104.16.83.22,SJC,North America,San Jose,201 ms
104.20.141.65,LAX,North America,Los Angeles,201 ms
172.67.29.129,LAX,North America,Los Angeles,201 ms
104.25.228.42,LAX,North America,Los Angeles,201 ms
198.41.217.93,LAX,North America,Los Angeles,201 ms
104.17.97.34,SJC,North America,San Jose,201 ms
104.27.53.175,LAX,North America,Los Angeles,201 ms
104.27.107.79,LAX,North America,Los Angeles,201 ms
172.67.98.10,LAX,North America,Los Angeles,201 ms
162.159.243.235,LAX,North America,Los Angeles,201 ms
104.25.139.237,LAX,North America,Los Angeles,201 ms
104.27.88.203,LAX,North America,Los Angeles,201 ms
104.22.39.187,LAX,North America,Los Angeles,201 ms
104.16.253.25,SJC,North America,San Jose,201 ms
104.18.4.68,LAX,North America,Los Angeles,201 ms
104.25.4.98,LAX,North America,Los Angeles,201 ms
104.24.22.202,LAX,North America,Los Angeles,201 ms
104.18.107.21,SJC,North America,San Jose,201 ms
104.24.28.42,LAX,North America,Los Angeles,201 ms
104.17.202.136,SJC,North America,San Jose,201 ms
104.25.231.241,LAX,North America,Los Angeles,201 ms
104.20.110.4,LAX,North America,Los Angeles,202 ms
104.19.110.57,LAX,North America,Los Angeles,202 ms
104.17.220.147,SJC,North America,San Jose,202 ms
23.227.39.172,LAX,North America,Los Angeles,202 ms
104.20.93.99,LAX,North America,Los Angeles,202 ms
104.17.1.70,SJC,North America,San Jose,202 ms
172.66.44.170,LAX,North America,Los Angeles,202 ms
104.25.168.224,LAX,North America,Los Angeles,202 ms
104.18.60.172,LAX,North America,Los Angeles,202 ms
104.18.44.166,LAX,North America,Los Angeles,202 ms
104.25.233.204,LAX,North America,Los Angeles,202 ms
104.19.12.112,LAX,North America,Los Angeles,202 ms
104.27.106.216,LAX,North America,Los Angeles,202 ms
104.21.114.164,LAX,North America,Los Angeles,202 ms
104.18.104.178,SJC,North America,San Jose,202 ms
104.25.183.65,LAX,North America,Los Angeles,203 ms
104.17.112.135,SJC,North America,San Jose,203 ms
104.24.36.38,LAX,North America,Los Angeles,203 ms
104.18.35.7,LAX,North America,Los Angeles,203 ms
104.20.183.67,LAX,North America,Los Angeles,203 ms
104.18.52.224,LAX,North America,Los Angeles,203 ms
104.27.22.132,LAX,North America,Los Angeles,203 ms
104.19.70.66,LAX,North America,Los Angeles,203 ms
104.25.211.200,LAX,North America,Los Angeles,203 ms
104.27.102.103,LAX,North America,Los Angeles,203 ms
104.23.111.201,LAX,North America,Los Angeles,203 ms
172.64.229.112,LAX,North America,Los Angeles,203 ms
104.24.201.129,LAX,North America,Los Angeles,203 ms
104.16.39.244,SJC,North America,San Jose,203 ms
104.19.113.87,LAX,North America,Los Angeles,203 ms
104.17.104.41,SJC,North America,San Jose,203 ms
104.22.15.90,LAX,North America,Los Angeles,203 ms
172.67.217.3,SJC,North America,San Jose,203 ms
104.20.78.154,LAX,North America,Los Angeles,203 ms
188.114.99.205,LAX,North America,Los Angeles,203 ms
104.17.180.159,SJC,North America,San Jose,204 ms
190.93.244.195,SJC,North America,San Jose,204 ms
104.20.187.52,LAX,North America,Los Angeles,204 ms
104.24.226.180,LAX,North America,Los Angeles,204 ms
104.18.48.97,LAX,North America,Los Angeles,204 ms
104.16.171.42,SJC,North America,San Jose,204 ms
104.22.64.15,LAX,North America,Los Angeles,204 ms
104.19.102.25,LAX,North America,Los Angeles,204 ms
172.67.51.74,LAX,North America,Los Angeles,204 ms
104.18.192.206,SJC,North America,San Jose,204 ms
104.17.176.253,SJC,North America,San Jose,205 ms
104.23.99.89,LAX,North America,Los Angeles,205 ms
104.17.131.75,SJC,North America,San Jose,205 ms
104.18.80.211,SJC,North America,San Jose,205 ms
172.67.15.72,SJC,North America,San Jose,205 ms
104.27.40.220,LAX,North America,Los Angeles,205 ms
104.27.111.1,LAX,North America,Los Angeles,205 ms
104.24.255.4,SJC,North America,San Jose,206 ms
104.24.248.54,SJC,North America,San Jose,206 ms
104.25.64.58,LAX,North America,Los Angeles,207 ms
104.22.48.171,LAX,North America,Los Angeles,207 ms
104.18.252.65,SJC,North America,San Jose,207 ms
104.23.121.190,LAX,North America,Los Angeles,207 ms
104.18.151.231,SJC,North America,San Jose,207 ms
104.18.117.177,SJC,North America,San Jose,207 ms
104.17.156.217,SJC,North America,San Jose,208 ms
104.16.240.19,SJC,North America,San Jose,208 ms
104.17.126.3,SJC,North America,San Jose,208 ms
104.17.178.201,SJC,North America,San Jose,208 ms
104.17.35.57,SJC,North America,San Jose,208 ms
104.20.205.170,LAX,North America,Los Angeles,209 ms
104.17.111.145,SJC,North America,San Jose,209 ms
104.16.155.133,SJC,North America,San Jose,209 ms
104.18.49.15,LAX,North America,Los Angeles,209 ms
104.17.162.170,SJC,North America,San Jose,209 ms
104.16.125.19,SJC,North America,San Jose,209 ms
104.18.61.145,LAX,North America,Los Angeles,209 ms
104.19.241.106,SJC,North America,San Jose,209 ms
1.1.1.182,LAX,North America,Los Angeles,210 ms
104.21.83.42,SJC,North America,San Jose,210 ms
172.67.5.108,SJC,North America,San Jose,210 ms
104.16.86.50,SJC,North America,San Jose,210 ms
104.19.163.180,SJC,North America,San Jose,210 ms
104.16.154.88,SJC,North America,San Jose,211 ms
104.18.193.40,SJC,North America,San Jose,211 ms
162.159.60.96,SJC,North America,San Jose,211 ms
104.16.119.213,SJC,North America,San Jose,211 ms
104.16.58.83,SJC,North America,San Jose,211 ms
172.64.86.75,SJC,North America,San Jose,212 ms
104.18.159.214,SJC,North America,San Jose,212 ms
104.17.129.155,SJC,North America,San Jose,212 ms
104.20.56.101,SJC,North America,San Jose,212 ms
104.17.122.180,SJC,North America,San Jose,212 ms
104.17.96.169,SJC,North America,San Jose,212 ms
104.16.35.237,SJC,North America,San Jose,213 ms
172.67.237.164,SJC,North America,San Jose,214 ms
104.17.105.36,SJC,North America,San Jose,214 ms
104.24.47.17,SJC,North America,San Jose,214 ms
172.67.24.48,SJC,North America,San Jose,214 ms
104.17.190.77,SJC,North America,San Jose,214 ms
104.17.94.39,SJC,North America,San Jose,214 ms
104.17.116.215,SJC,North America,San Jose,214 ms
172.67.195.209,SJC,North America,San Jose,214 ms
104.18.69.204,SJC,North America,San Jose,214 ms
104.17.177.238,SJC,North America,San Jose,215 ms
104.16.32.233,SJC,North America,San Jose,215 ms
104.17.204.84,SJC,North America,San Jose,215 ms
172.67.202.248,SJC,North America,San Jose,215 ms
172.64.78.86,DFW,North America,Dallas,215 ms
104.17.200.168,SJC,North America,San Jose,216 ms
104.16.19.40,SJC,North America,San Jose,216 ms
104.17.148.40,SJC,North America,San Jose,216 ms
104.25.118.63,SJC,North America,San Jose,216 ms
104.16.189.150,SJC,North America,San Jose,216 ms
104.17.132.10,SJC,North America,San Jose,217 ms
104.16.151.102,SJC,North America,San Jose,217 ms
104.17.100.70,SJC,North America,San Jose,217 ms
104.19.254.65,SJC,North America,San Jose,217 ms
104.22.0.185,SJC,North America,San Jose,217 ms
104.18.93.84,SJC,North America,San Jose,218 ms
104.17.210.28,SJC,North America,San Jose,218 ms
104.24.235.204,SJC,North America,San Jose,218 ms
104.16.91.253,SJC,North America,San Jose,218 ms
104.17.90.104,SJC,North America,San Jose,218 ms
104.16.104.186,SJC,North America,San Jose,218 ms
104.18.99.63,SJC,North America,San Jose,219 ms
104.19.183.101,SJC,North America,San Jose,219 ms
104.16.139.178,SJC,North America,San Jose,219 ms
104.16.48.21,SJC,North America,San Jose,219 ms
104.16.141.23,SJC,North America,San Jose,219 ms
104.17.89.188,SJC,North America,San Jose,219 ms
104.17.145.101,SJC,North America,San Jose,219 ms
104.24.80.72,SJC,North America,San Jose,219 ms
104.16.208.93,SJC,North America,San Jose,219 ms
104.18.134.137,SJC,North America,San Jose,219 ms
104.16.148.10,SJC,North America,San Jose,219 ms
104.16.136.2,SJC,North America,San Jose,219 ms
104.17.168.154,SJC,North America,San Jose,219 ms
104.17.106.47,SJC,North America,San Jose,219 ms
104.24.87.70,SJC,North America,San Jose,220 ms
104.17.52.15,SJC,North America,San Jose,220 ms
104.27.85.38,SJC,North America,San Jose,220 ms
104.17.110.170,SJC,North America,San Jose,220 ms
162.159.35.156,SEA,North America,Seattle,220 ms
104.18.85.130,SJC,North America,San Jose,220 ms
104.17.18.240,SJC,North America,San Jose,220 ms
104.16.193.169,SJC,North America,San Jose,220 ms
104.19.150.249,SJC,North America,San Jose,220 ms
104.18.172.24,SJC,North America,San Jose,221 ms
104.16.195.133,SJC,North America,San Jose,221 ms
172.67.221.235,SJC,North America,San Jose,221 ms
104.18.126.59,SJC,North America,San Jose,221 ms
104.19.131.27,SJC,North America,San Jose,221 ms
104.16.146.247,SJC,North America,San Jose,221 ms
104.21.66.181,SJC,North America,San Jose,222 ms
104.17.164.53,SJC,North America,San Jose,222 ms
104.18.83.130,SJC,North America,San Jose,222 ms
104.27.8.217,SJC,North America,San Jose,223 ms
104.21.77.234,SJC,North America,San Jose,223 ms
104.18.74.219,SJC,North America,San Jose,223 ms
104.16.236.86,SJC,North America,San Jose,223 ms
104.16.132.102,SJC,North America,San Jose,223 ms
104.21.219.223,SJC,North America,San Jose,223 ms
104.17.170.172,SJC,North America,San Jose,223 ms
104.25.120.203,SJC,North America,San Jose,223 ms
104.18.137.189,SJC,North America,San Jose,223 ms
104.16.222.73,SJC,North America,San Jose,223 ms
104.19.166.73,SJC,North America,San Jose,223 ms
104.25.10.210,SJC,North America,San Jose,224 ms
172.67.226.115,SJC,North America,San Jose,224 ms
104.18.84.73,SJC,North America,San Jose,224 ms
104.21.234.37,SJC,North America,San Jose,224 ms
104.17.108.4,SJC,North America,San Jose,224 ms
172.67.246.135,SJC,North America,San Jose,224 ms
104.18.218.142,SJC,North America,San Jose,224 ms
104.17.26.3,SJC,North America,San Jose,225 ms
104.19.251.246,SJC,North America,San Jose,225 ms
104.17.12.146,SJC,North America,San Jose,225 ms
104.19.234.46,SJC,North America,San Jose,225 ms
104.17.72.248,SJC,North America,San Jose,225 ms
104.18.142.85,SJC,North America,San Jose,225 ms
104.17.86.168,SJC,North America,San Jose,226 ms
104.16.50.185,SJC,North America,San Jose,226 ms
104.17.147.113,SJC,North America,San Jose,226 ms
104.17.113.144,SJC,North America,San Jose,226 ms
104.16.213.149,SJC,North America,San Jose,226 ms
104.16.5.230,SJC,North America,San Jose,226 ms
104.19.180.194,SJC,North America,San Jose,226 ms
104.17.143.106,SJC,North America,San Jose,226 ms
104.16.131.152,SJC,North America,San Jose,226 ms
104.24.227.190,SJC,North America,San Jose,227 ms
104.16.217.37,SJC,North America,San Jose,227 ms
104.17.158.171,SJC,North America,San Jose,227 ms
104.27.33.217,SJC,North America,San Jose,227 ms
104.17.149.90,SJC,North America,San Jose,227 ms
104.25.122.181,SJC,North America,San Jose,227 ms
104.24.198.60,SJC,North America,San Jose,227 ms
104.24.75.163,SJC,North America,San Jose,227 ms
104.18.89.126,SJC,North America,San Jose,228 ms
104.16.250.111,SJC,North America,San Jose,228 ms
104.24.214.182,SJC,North America,San Jose,228 ms
104.16.215.81,SJC,North America,San Jose,228 ms
104.17.182.160,SJC,North America,San Jose,228 ms
172.67.241.221,SJC,North America,San Jose,228 ms
104.17.118.231,SJC,North America,San Jose,228 ms
104.17.222.97,SJC,North America,San Jose,228 ms
104.27.9.143,SJC,North America,San Jose,228 ms
104.25.224.43,SJC,North America,San Jose,228 ms
104.25.17.103,SJC,North America,San Jose,228 ms
104.17.197.204,SJC,North America,San Jose,228 ms
104.17.93.13,SJC,North America,San Jose,228 ms
104.16.73.41,SJC,North America,San Jose,228 ms
104.16.203.11,SJC,North America,San Jose,229 ms
104.19.168.153,SJC,North America,San Jose,229 ms
104.18.130.125,SJC,North America,San Jose,229 ms
104.17.165.162,SJC,North America,San Jose,229 ms
104.22.6.124,SJC,North America,San Jose,229 ms
104.17.46.156,SJC,North America,San Jose,229 ms
104.18.113.227,SJC,North America,San Jose,229 ms
104.17.4.71,SJC,North America,San Jose,229 ms
104.16.98.42,SJC,North America,San Jose,229 ms
104.18.90.106,SJC,North America,San Jose,229 ms
104.18.136.89,SJC,North America,San Jose,230 ms
104.16.219.156,SJC,North America,San Jose,230 ms
104.17.161.13,SJC,North America,San Jose,230 ms
104.16.158.114,SJC,North America,San Jose,230 ms
104.16.53.91,SJC,North America,San Jose,230 ms
104.16.54.247,SJC,North America,San Jose,230 ms
104.16.159.121,SJC,North America,San Jose,230 ms
104.24.160.0,SJC,North America,San Jose,230 ms
104.16.130.99,SJC,North America,San Jose,230 ms
104.17.212.38,SJC,North America,San Jose,230 ms
104.18.208.231,SJC,North America,San Jose,230 ms
104.22.71.229,SJC,North America,San Jose,231 ms
104.16.100.214,SJC,North America,San Jose,231 ms
104.20.39.67,SJC,North America,San Jose,231 ms
104.16.186.204,SJC,North America,San Jose,231 ms
104.16.38.97,SJC,North America,San Jose,231 ms
104.21.117.117,SJC,North America,San Jose,231 ms
104.17.133.51,SJC,North America,San Jose,231 ms
104.16.9.111,SJC,North America,San Jose,231 ms
104.16.204.14,SJC,North America,San Jose,231 ms
104.17.241.254,SJC,North America,San Jose,231 ms
104.25.135.49,SJC,North America,San Jose,231 ms
104.27.114.169,SJC,North America,San Jose,231 ms
188.114.96.76,SJC,North America,San Jose,232 ms
104.19.209.242,SJC,North America,San Jose,232 ms
104.24.40.90,SJC,North America,San Jose,232 ms
104.16.80.204,SJC,North America,San Jose,232 ms
104.19.146.25,SJC,North America,San Jose,232 ms
104.27.203.30,SJC,North America,San Jose,232 ms
104.19.149.46,SJC,North America,San Jose,232 ms
172.67.255.148,SJC,North America,San Jose,232 ms
104.18.164.2,SJC,North America,San Jose,232 ms
104.16.248.163,SJC,North America,San Jose,232 ms
104.16.7.192,SJC,North America,San Jose,232 ms
172.67.28.201,SJC,North America,San Jose,232 ms
104.19.190.98,SJC,North America,San Jose,232 ms
104.16.178.91,SJC,North America,San Jose,232 ms
172.67.168.182,SJC,North America,San Jose,232 ms
104.16.135.160,SJC,North America,San Jose,232 ms
104.25.70.49,SJC,North America,San Jose,232 ms
104.22.18.118,SJC,North America,San Jose,232 ms
104.17.69.217,SJC,North America,San Jose,233 ms
104.21.239.28,SJC,North America,San Jose,233 ms
104.21.227.250,SJC,North America,San Jose,233 ms
104.17.228.228,SJC,North America,San Jose,233 ms
172.64.89.189,SJC,North America,San Jose,233 ms
104.17.251.228,SJC,North America,San Jose,233 ms
104.21.9.154,SJC,North America,San Jose,233 ms
104.27.110.235,SJC,North America,San Jose,233 ms
104.17.166.155,SJC,North America,San Jose,233 ms
104.27.76.116,SJC,North America,San Jose,233 ms
104.19.185.225,SJC,North America,San Jose,233 ms
104.23.136.58,SJC,North America,San Jose,233 ms
104.16.97.76,SJC,North America,San Jose,234 ms
104.16.62.13,SJC,North America,San Jose,234 ms
104.18.174.140,SJC,North America,San Jose,234 ms
104.27.207.105,SJC,North America,San Jose,234 ms
104.21.4.98,SJC,North America,San Jose,234 ms
104.25.57.53,SJC,North America,San Jose,234 ms
172.67.207.86,SJC,North America,San Jose,234 ms
104.16.22.106,SJC,North America,San Jose,234 ms
104.27.74.152,SJC,North America,San Jose,234 ms
104.18.249.201,SJC,North America,San Jose,234 ms
104.16.192.84,SJC,North America,San Jose,234 ms
104.18.236.78,SJC,North America,San Jose,234 ms
104.21.86.143,SJC,North America,San Jose,234 ms
104.25.125.144,SJC,North America,San Jose,234 ms
104.16.46.76,SJC,North America,San Jose,235 ms
104.25.11.241,SJC,North America,San Jose,235 ms
104.17.226.121,SJC,North America,San Jose,235 ms
104.20.94.108,SJC,North America,San Jose,235 ms
104.23.120.207,SJC,North America,San Jose,235 ms
104.20.72.207,SJC,North America,San Jose,235 ms
104.17.233.63,SJC,North America,San Jose,235 ms
104.18.116.153,SJC,North America,San Jose,235 ms
104.16.77.126,SJC,North America,San Jose,235 ms
172.67.201.188,SJC,North America,San Jose,236 ms
104.16.92.184,SJC,North America,San Jose,236 ms
104.17.179.219,SJC,North America,San Jose,236 ms
172.67.244.54,SJC,North America,San Jose,236 ms
104.16.196.161,SJC,North America,San Jose,236 ms
104.17.42.91,SJC,North America,San Jose,236 ms
104.18.250.196,SJC,North America,San Jose,236 ms
104.17.99.44,SJC,North America,San Jose,236 ms
104.19.184.73,SJC,North America,San Jose,237 ms
104.27.57.131,SJC,North America,San Jose,237 ms
104.19.225.228,SJC,North America,San Jose,237 ms
104.16.202.222,SJC,North America,San Jose,237 ms
104.16.113.29,SJC,North America,San Jose,237 ms
104.18.91.248,SJC,North America,San Jose,237 ms
104.18.111.21,SJC,North America,San Jose,237 ms
104.17.246.166,SJC,North America,San Jose,237 ms
104.17.5.30,SJC,North America,San Jose,237 ms
104.17.30.123,SJC,North America,San Jose,237 ms
104.21.68.11,SJC,North America,San Jose,237 ms
104.25.110.138,SJC,North America,San Jose,237 ms
104.25.102.193,SJC,North America,San Jose,237 ms
104.25.5.111,SJC,North America,San Jose,237 ms
104.20.51.145,SJC,North America,San Jose,238 ms
104.22.7.234,SJC,North America,San Jose,238 ms
104.17.11.173,SJC,North America,San Jose,238 ms
104.17.123.89,SJC,North America,San Jose,238 ms
104.23.139.8,SJC,North America,San Jose,238 ms
104.16.199.112,SJC,North America,San Jose,238 ms
104.18.131.143,SJC,North America,San Jose,238 ms
104.17.243.249,SJC,North America,San Jose,238 ms
104.18.129.223,SJC,North America,San Jose,238 ms
104.20.57.36,SJC,North America,San Jose,238 ms
104.17.56.145,SJC,North America,San Jose,239 ms
104.17.203.63,SJC,North America,San Jose,239 ms
141.101.115.70,SJC,North America,San Jose,239 ms
104.21.202.0,SJC,North America,San Jose,239 ms
104.17.66.98,SJC,North America,San Jose,239 ms
104.16.12.173,SJC,North America,San Jose,239 ms
104.16.173.140,SJC,North America,San Jose,239 ms
104.27.71.248,SJC,North America,San Jose,239 ms
104.16.8.38,SJC,North America,San Jose,239 ms
104.18.81.165,SJC,North America,San Jose,239 ms
104.20.122.221,SJC,North America,San Jose,239 ms
172.67.215.233,SJC,North America,San Jose,239 ms
104.27.56.26,SJC,North America,San Jose,240 ms
104.21.52.192,SJC,North America,San Jose,240 ms
104.21.95.26,SJC,North America,San Jose,240 ms
104.17.83.169,SJC,North America,San Jose,240 ms
104.17.183.184,SJC,North America,San Jose,240 ms
104.16.60.7,SJC,North America,San Jose,240 ms
104.16.247.194,SJC,North America,San Jose,240 ms
104.27.87.87,SJC,North America,San Jose,240 ms
104.16.161.214,SJC,North America,San Jose,240 ms
104.16.49.25,SJC,North America,San Jose,240 ms
104.17.61.132,SJC,North America,San Jose,240 ms
104.17.163.84,SJC,North America,San Jose,241 ms
104.18.78.114,SJC,North America,San Jose,241 ms
104.17.139.179,SJC,North America,San Jose,241 ms
104.17.138.173,SJC,North America,San Jose,241 ms
104.25.108.60,SJC,North America,San Jose,241 ms
104.18.119.46,SJC,North America,San Jose,241 ms
172.67.214.140,SJC,North America,San Jose,241 ms
104.21.97.175,SJC,North America,San Jose,241 ms
172.67.218.9,SJC,North America,San Jose,241 ms
104.18.246.243,SJC,North America,San Jose,241 ms
104.19.242.208,SJC,North America,San Jose,242 ms
104.16.105.100,SJC,North America,San Jose,242 ms
104.24.178.151,SJC,North America,San Jose,242 ms
104.19.219.128,SJC,North America,San Jose,242 ms
104.18.156.45,SJC,North America,San Jose,242 ms
104.21.98.20,SJC,North America,San Jose,242 ms
104.17.20.198,SJC,North America,San Jose,242 ms
104.20.161.149,SJC,North America,San Jose,243 ms
104.19.223.11,SJC,North America,San Jose,243 ms
104.25.36.220,SJC,North America,San Jose,243 ms
104.16.108.103,SJC,North America,San Jose,243 ms
104.22.63.81,SJC,North America,San Jose,243 ms
104.17.102.164,SJC,North America,San Jose,243 ms
104.27.6.43,SJC,North America,San Jose,243 ms
104.18.132.170,SJC,North America,San Jose,243 ms
172.67.220.236,SJC,North America,San Jose,243 ms
104.20.162.212,SJC,North America,San Jose,243 ms
104.17.140.22,SJC,North America,San Jose,243 ms
172.64.91.56,SJC,North America,San Jose,244 ms
104.20.59.199,SJC,North America,San Jose,244 ms
